======================================================
          DUMPING JIRA DAILY REPORTS
Fri Sep 29 11:44:27 UTC 2017
======================================================
*** Collect from date: 2017-09-28
*** Collect to   date: 2017-09-29
---------------------------
PRTG: retrieving PRTG / HOSTS
API CALL: https://prtg.xtratelecom.es/api/table.xml?username=alvaro.paricio@masmovil.com&passhash=2990680966&count=10000&content=devices&columns=objid,group,host,device,sensor,status,parent,parentid,location,type,name,message&output=csvtable
<Response [200]>
"ID","ID(RAW)","Grupo","Grupo(RAW)","Host","Host(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)","Nodriza","Nodriza(RAW)","ID nodriza","ID nodriza(RAW)","Ubicación","Ubicación(RAW)","Tipo","Tipo(RAW)","Objeto","Objeto(RAW)","Mensaje","Mensaje(RAW)"
"39533","39533","270000 Benejuzar notificaciones","270000 Benejuzar notificaciones","10.97.10.240","10.97.10.240","Benejuzar circuito backup","Benejuzar circuito backup","","","Disponible","3","","","39526","39526","","615517067;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Benejuzar circuito backup","Benejuzar circuito backup","","OK"
"39535","39535","265000 Zarandona notificaciones","265000 Zarandona notificaciones","212.231.2.101","212.231.2.101","Zarandona TV circuito troncal principal","Zarandona TV circuito troncal principal","","","Disponible","3","","","39519","39519","","649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Zarandona TV circuito troncal principal","Zarandona TV circuito troncal principal","","OK"
"39536","39536","265000 Zarandona notificaciones","265000 Zarandona notificaciones","10.97.15.240","10.97.15.240","Zarandona TV circuito troncal backup","Zarandona TV circuito troncal backup","","","Disponible","3","","","39519","39519","","649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Zarandona TV circuito troncal backup","Zarandona TV circuito troncal backup","","OK"
"39549","39549","216195 Vegacom notificaciones","216195 Vegacom notificaciones","212.231.2.177","212.231.2.177","Vegacom circuito troncal principal","Vegacom circuito troncal principal","","","Pausado (pausado)","7","","","39521","39521","","610447807;657287615;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Vegacom circuito troncal principal","Vegacom circuito troncal principal","","[[ pausado a las 25/03/2017 12:55:13 por Fausto Moreno ]]: Pausado por usuario"
"39550","39550","216220 Dvblab notificaciones","216220 Dvblab notificaciones","212.231.2.53","212.231.2.53","Dvblab circuito troncal principal","Dvblab circuito troncal principal","","","Disponible","3","","","39524","39524","","650718422;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Dvblab circuito troncal principal","Dvblab circuito troncal principal","","OK"
"39551","39551","216195 Vegacom notificaciones","216195 Vegacom notificaciones","212.231.3.230","212.231.3.230","Vegacom circuito troncal backup","Vegacom circuito troncal backup","","","Disponible","3","","","39521","39521","","610447807;657287615;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Vegacom circuito troncal backup","Vegacom circuito troncal backup","","OK"
"39555","39555","215005 Canal TV notificaciones","215005 Canal TV notificaciones","212.231.2.89","212.231.2.89","Canal TV circuito troncal principal","Canal TV circuito troncal principal","","","Disponible","3","","","39522","39522","","655833424;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Canal TV circuito troncal principal","Canal TV circuito troncal principal","","OK"
"39556","39556","215005 Canal TV notificaciones","215005 Canal TV notificaciones","10.97.10.242","10.97.10.242","Canal TV circuito troncal backup","Canal TV circuito troncal backup","","","Disponible","3","","","39522","39522","","655833424;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Canal TV circuito troncal backup","Canal TV circuito troncal backup","","OK"
"39563","39563","282000 La Raya notificaciones","282000 La Raya notificaciones","212.231.2.197","212.231.2.197","282000 La Raya circuito troncal","282000 La Raya circuito troncal","","","Disponible","3","","","39523","39523","","615912516;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","282000 La Raya circuito troncal","282000 La Raya circuito troncal","","OK"
"39568","39568","332748 WispEurope notificaciones","332748 WispEurope notificaciones","212.231.2.97","212.231.2.97","WispEurope circuito troncal principal","WispEurope circuito troncal principal","","","Pausado (pausado)","7","","","39567","39567","","607229176;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","WispEurope circuito troncal principal","WispEurope circuito troncal principal","","[[ pausado a las 25/03/2017 12:55:39 por Fausto Moreno ]]: Pausado por usuario"
"39576","39576","333844 Mas Lejano notificaciones","333844 Mas Lejano notificaciones","212.231.2.73","212.231.2.73","Mas Lejano Circuito troncal principal","Mas Lejano Circuito troncal principal","","","Disponible","3","","","39575","39575","","687831505;630035833;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Mas Lejano Circuito troncal principal","Mas Lejano Circuito troncal principal","","OK"
"39596","39596","227000 Javali notificaciones","227000 Javali notificaciones","212.231.9.129","212.231.9.129","T92 Interfaz para cliente","T92 Interfaz para cliente","","","Disponible","3","","","39517","39517","","636951311;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","T92 Interfaz para cliente","T92 Interfaz para cliente","","OK"
"39599","39599","265000 Zarandona notificaciones","265000 Zarandona notificaciones","212.231.32.1","212.231.32.1","Zarandona TV Interfaz para cliente","Zarandona TV Interfaz para cliente","","","Disponible","3","","","39519","39519","","649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Zarandona TV Interfaz para cliente","Zarandona TV Interfaz para cliente","","OK"
"39602","39602","216175 Telecom Cehegin notificaciones","216175 Telecom Cehegin notificaciones","212.231.2.85","212.231.2.85","Telecom Cehegin circuito troncal principal","Telecom Cehegin circuito troncal principal","","","Disponible","3","","","39598","39598","","647714086;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Telecom Cehegin circuito troncal principal","Telecom Cehegin circuito troncal principal","","OK"
"39603","39603","216195 Vegacom notificaciones","216195 Vegacom notificaciones","212.231.41.1","212.231.41.1","Vegacom Interfaz para Cliente","Vegacom Interfaz para Cliente","","","Disponible","3","","","39521","39521","","610447807;657287615;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Vegacom Interfaz para Cliente","Vegacom Interfaz para Cliente","","OK"
"39608","39608","215005 Canal TV notificaciones","215005 Canal TV notificaciones","212.231.9.218","212.231.9.218","Canal TV Interfaz para cliente","Canal TV Interfaz para cliente","","","Disponible","3","","","39522","39522","","655833424;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Canal TV Interfaz para cliente","Canal TV Interfaz para cliente","","OK"
"39610","39610","216085 Cablevision Digital Murciana notificaciones","216085 Cablevision Digital Murciana notificaciones","10.97.10.222","10.97.10.222","Cablevision Digital Murciana (AGW)","Cablevision Digital Murciana (AGW)","","","Disponible","3","","","39601","39601","","607606770;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Cablevision Digital Murciana (AGW)","Cablevision Digital Murciana (AGW)","","OK"
"39635","39635","270000 Benejuzar notificaciones","270000 Benejuzar notificaciones","212.231.9.221","212.231.9.221","Benejuzar interfaz para cliente","Benejuzar interfaz para cliente","","","Disponible","3","","","39526","39526","","615517067;649205221;693370010;691918799;610714120;607191670;619253203;693925979","Aparato","device","Benejuzar interfaz para cliente","Benejuzar interfaz para cliente","","OK"
"39814","39814","223000_Coria TV Notificaciones","223000_Coria TV Notificaciones","212.231.2.109","212.231.2.109","CoriaTV Circuito troncal ppal","CoriaTV Circuito troncal ppal","","","Disponible","3","","","39810","39810","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CoriaTV Circuito troncal ppal","CoriaTV Circuito troncal ppal","","OK"
"39816","39816","223000_Coria TV Notificaciones","223000_Coria TV Notificaciones","212.231.9.137","212.231.9.137","CoriaTV Interfaz para cliente","CoriaTV Interfaz para cliente","","","Disponible","3","","","39810","39810","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CoriaTV Interfaz para cliente","CoriaTV Interfaz para cliente","","OK"
"39824","39824","MDC_QUENTURE","MDC_QUENTURE","212.231.3.236","212.231.3.236","215063_Sintonia_San_Pedro_PPAL","215063_Sintonia_San_Pedro_PPAL","","","Pausado","8","","","37310","37310","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","215063_Sintonia_San_Pedro_PPAL","215063_Sintonia_San_Pedro_PPAL","","Pausado por dependencia"
"39854","39854","JCDECAUX","JCDECAUX","212.230.51.55","212.230.51.55","VALENCIA bckp","VALENCIA bckp","","","Disponible","3","","","27264","27264","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","VALENCIA bckp","VALENCIA bckp","","OK"
"39939","39939","TRANSCOM","TRANSCOM","212.230.164.237","212.230.164.237","Transcom_Atica_NAT_GWs_Acens","Transcom_Atica_NAT_GWs_Acens","","","Disponible","3","","","32980","32980","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Transcom_Atica_NAT_GWs_Acens","Transcom_Atica_NAT_GWs_Acens","","OK"
"40","40","XTRA ÁTICA","XTRA ÁTICA","127.0.0.1","127.0.0.1","SERVIDOR PRTG","SERVIDOR PRTG","","","Disponible","3","","","1","1","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","SERVIDOR PRTG","SERVIDOR PRTG","","OK"
"40028","40028","216162 Viso Vision SL Baza notificaciones","216162 Viso Vision SL Baza notificaciones","212.230.120.253","212.230.120.253","Viso Vision Circuito troncal principal","Viso Vision Circuito troncal principal","","","Disponible","3","","","40027","40027","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Viso Vision Circuito troncal principal","Viso Vision Circuito troncal principal","","OK"
"40064","40064","COVESA","COVESA","212.230.44.62","212.230.44.62","330002_Covesa_Mollet","330002_Covesa_Mollet","","","Disponible","3","","","40046","40046","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330002_Covesa_Mollet","330002_Covesa_Mollet","","OK"
"40107","40107","COVESA","COVESA","212.230.45.169","212.230.45.169","33002_Covesa_Badalona","33002_Covesa_Badalona","","","Disponible","3","","","40046","40046","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","33002_Covesa_Badalona","33002_Covesa_Badalona","","OK"
"40113","40113","COVESA","COVESA","212.230.44.5","212.230.44.5","330002_Covesa_Mataro","330002_Covesa_Mataro","","","Disponible","3","","","40046","40046","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330002_Covesa_Mataro","330002_Covesa_Mataro","","OK"
"40149","40149","AUSTRO FINANCIAL SERVICES","AUSTRO FINANCIAL SERVICES","212.230.49.178","212.230.49.178","321186_Austrogiros_Murcia","321186_Austrogiros_Murcia","","","Pausado","8","","","30362","30362","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","321186_Austrogiros_Murcia","321186_Austrogiros_Murcia","","Pausado por dependencia"
"40237","40237","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.116.244","212.230.116.244","333967_CVNE_Madrid_Fibra_10M_PPAL","333967_CVNE_Madrid_Fibra_10M_PPAL","","","Disponible","3","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","333967_CVNE_Madrid_Fibra_10M_PPAL","333967_CVNE_Madrid_Fibra_10M_PPAL","","OK"
"40334","40334","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.126.178","212.230.126.178","333967_CVNE_Madrid_ADSL_BACKUP","333967_CVNE_Madrid_ADSL_BACKUP","","","Pausado","8","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","333967_CVNE_Madrid_ADSL_BACKUP","333967_CVNE_Madrid_ADSL_BACKUP","","Pausado por dependencia"
"40391","40391","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.120.248","212.230.120.248","333967_CVNE_La_Guardia","333967_CVNE_La_Guardia","","","Disponible","3","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","333967_CVNE_La_Guardia","333967_CVNE_La_Guardia","","OK"
"40416","40416","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.120.246","212.230.120.246","333967_CVNE_Haro","333967_CVNE_Haro","","","Disponible","3","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","333967_CVNE_Haro","333967_CVNE_Haro","","OK"
"40458","40458","JM BRUNEAU","JM BRUNEAU","212.230.134.85","212.230.134.85","ElPrat_Produccion_50Mb_PPAL","ElPrat_Produccion_50Mb_PPAL","","","Disponible","3","","","36766","36766","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","ElPrat_Produccion_50Mb_PPAL","ElPrat_Produccion_50Mb_PPAL","","OK"
"40579","40579","Corporacion de Organizacion y Representaciones","Corporacion de Organizacion y Representaciones","83.56.26.181","83.56.26.181","FTTH_333554 (Corporacion de Organizacion y representaciones) [Cisco IOS Cisco Device]","FTTH_333554 (Corporacion de Organizacion y representaciones) [Cisco IOS Cisco Device]","","","Disponible","3","","","40578","40578","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","FTTH_333554 (Corporacion de Organizacion y representaciones) [Cisco IOS Cisco Device]","FTTH_333554 (Corporacion de Organizacion y representaciones) [Cisco IOS Cisco Device]","","OK"
"40673","40673","ALN TELEMARKETING","ALN TELEMARKETING","212.230.135.20","212.230.135.20","325006_ALN_Telemarketing [Cisco IOS Cisco Device]","325006_ALN_Telemarketing [Cisco IOS Cisco Device]","","","Pausado","8","","","40672","40672","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","325006_ALN_Telemarketing [Cisco IOS Cisco Device]","325006_ALN_Telemarketing [Cisco IOS Cisco Device]","","Pausado por dependencia"
"40701","40701","TELCOM","TELCOM","2.139.222.112","2.139.222.112","FTTH_626527 (Telcom) [Cisco IOS Cisco Device]","FTTH_626527 (Telcom) [Cisco IOS Cisco Device]","","","Disponible","3","","","40700","40700","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","FTTH_626527 (Telcom) [Cisco IOS Cisco Device]","FTTH_626527 (Telcom) [Cisco IOS Cisco Device]","","OK"
"40747","40747","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.126.207","212.230.126.207","Contino_Cvne_333967_Ppal_945625315","Contino_Cvne_333967_Ppal_945625315","","","Disponible","3","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Contino_Cvne_333967_Ppal_945625315","Contino_Cvne_333967_Ppal_945625315","","OK"
"40799","40799","Servicios Integrales Por Cable","Servicios Integrales Por Cable","212.231.9.37","212.231.9.37","cazallaTV (298000)","cazallaTV (298000)","","","Disponible","3","","","40796","40796","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","cazallaTV (298000)","cazallaTV (298000)","","OK"
"40815","40815","NODO - ITX","NODO - ITX","212.230.164.252","212.230.164.252","AGW_mad_itx_01 (gestión desde AGR8)","AGW_mad_itx_01 (gestión desde AGR8)","","","Disponible","3","","","36001","36001","","interxion C/ Albasanz, 71 Madrid","Aparato","device","AGW_mad_itx_01 (gestión desde AGR8)","AGW_mad_itx_01 (gestión desde AGR8)","","OK"
"40944","40944","ITX_CEHEGIN","ITX_CEHEGIN","212.231.2.85","212.231.2.85","r216175_Telecom Cehegin_PPAL","r216175_Telecom Cehegin_PPAL","","","Disponible","3","","","60673","60673","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","r216175_Telecom Cehegin_PPAL","r216175_Telecom Cehegin_PPAL","","OK"
"40980","40980","AZERCA","AZERCA","212.230.130.4","212.230.130.4","Azerca_328068_30Mb (328068_AZERCA) [Cisco IOS Cisco Device]","Azerca_328068_30Mb (328068_AZERCA) [Cisco IOS Cisco Device]","","","Pausado","8","","","40979","40979","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Azerca_328068_30Mb (328068_AZERCA) [Cisco IOS Cisco Device]","Azerca_328068_30Mb (328068_AZERCA) [Cisco IOS Cisco Device]","","Pausado por dependencia"
"41008","41008","NODO - CH1","NODO - CH1","212.231.6.15","212.231.6.15","SWI_sp_mad_C15 (MÁLAGA)","SWI_sp_mad_C15 (MÁLAGA)","","","Pausado (pausado)","7","","","41069","41069","","Calle Isabel de colbrand 6. Madrid","Aparato","device","SWI_sp_mad_C15 (MÁLAGA)","SWI_sp_mad_C15 (MÁLAGA)","","[[ Equipo desmantelado por migración a MPLS (pausado a las 18/07/2017 14:36:53 por Cruz Antonio Perez) ]]: Pausado por usuario"
"41030","41030","NODO - CH1","NODO - CH1","212.231.6.16","212.231.6.16","SWI_sp_mad_C16 (SEVILLA - ALICANTE)","SWI_sp_mad_C16 (SEVILLA - ALICANTE)","","","Pausado (pausado)","7","","","41069","41069","","Calle Isabel de colbrand 6. Madrid","Aparato","device","SWI_sp_mad_C16 (SEVILLA - ALICANTE)","SWI_sp_mad_C16 (SEVILLA - ALICANTE)","","[[ Equipo desmantelado por migración a MPLS (pausado a las 18/07/2017 14:36:28 por Cruz Antonio Perez) ]]: Pausado por usuario"
"41071","41071","VIVISOL","VIVISOL","10.97.16.193","10.97.16.193","329195 Vivisol Central BCK (cto Masmovil Radio)","329195 Vivisol Central BCK (cto Masmovil Radio)","","","Disponible","3","","","40812","40812","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","329195 Vivisol Central BCK (cto Masmovil Radio)","329195 Vivisol Central BCK (cto Masmovil Radio)","","OK"
"41127","41127","AUTOCARES AGARBUS","AUTOCARES AGARBUS","212.230.49.162","212.230.49.162","325800_AGARBUS_REY_JUAN_CARLOS (DATOS)","325800_AGARBUS_REY_JUAN_CARLOS (DATOS)","","","Disponible","3","","","41126","41126","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","325800_AGARBUS_REY_JUAN_CARLOS (DATOS)","325800_AGARBUS_REY_JUAN_CARLOS (DATOS)","","OK"
"41143","41143","AUTOCARES AGARBUS","AUTOCARES AGARBUS","212.230.49.174","212.230.49.174","325800_AVENA_(DATOS)","325800_AVENA_(DATOS)","","","Disponible","3","","","41126","41126","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","325800_AVENA_(DATOS)","325800_AVENA_(DATOS)","","OK"
"41146","41146","AUTOCARES AGARBUS","AUTOCARES AGARBUS","212.230.52.122","212.230.52.122","325800_AVENA (VOZ)","325800_AVENA (VOZ)","","","Disponible","3","","","41126","41126","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","325800_AVENA (VOZ)","325800_AVENA (VOZ)","","OK"
"41181","41181","GRUPO FRONDA","GRUPO FRONDA","185.65.67.114","185.65.67.114","Fronda_10M_WifiBaleares_331202 (FRONDA_Palma_Mallorca_WIFIBALEARES) [Cisco IOS Cisco Device]","Fronda_10M_WifiBaleares_331202 (FRONDA_Palma_Mallorca_WIFIBALEARES) [Cisco IOS Cisco Device]","","","Disponible","3","","","38274","38274","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Fronda_10M_WifiBaleares_331202 (FRONDA_Palma_Mallorca_WIFIBALEARES) [Cisco IOS Cisco Device]","Fronda_10M_WifiBaleares_331202 (FRONDA_Palma_Mallorca_WIFIBALEARES) [Cisco IOS Cisco Device]","","OK"
"41349","41349","NODO - CH1","NODO - CH1","212.230.6.19","212.230.6.19","AGR_sp_mad_C09","AGR_sp_mad_C09","","","Disponible","3","","","41069","41069","","Calle Isabel de colbrand 6. Madrid","Aparato","device","AGR_sp_mad_C09","AGR_sp_mad_C09","","OK"
"41496","41496","DISARP","DISARP","212.230.118.204","212.230.118.204","334387_DISARP","334387_DISARP","","","Pausado","8","","","41495","41495","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","334387_DISARP","334387_DISARP","","Pausado por dependencia"
"41516","41516","ASOCIACION PARA LA REINSERCION SOCIAL ERROAK","ASOCIACION PARA LA REINSERCION SOCIAL ERROAK","10.97.13.253","10.97.13.253","ERROAK_Martutene 334608 FTTH","ERROAK_Martutene 334608 FTTH","","","Disponible","3","","","41514","41514","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","ERROAK_Martutene 334608 FTTH","ERROAK_Martutene 334608 FTTH","","OK"
"41546","41546","IDL_CEPL","IDL_CEPL","212.230.127.135","212.230.127.135","IDL_CEPL_Pinto_ADSL_VPN","IDL_CEPL_Pinto_ADSL_VPN","","","Disponible","3","","","36341","36341","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","IDL_CEPL_Pinto_ADSL_VPN","IDL_CEPL_Pinto_ADSL_VPN","","OK"
"41650","41650","SEGIS","SEGIS","212.230.118.220","212.230.118.220","334247_SEGIS","334247_SEGIS","","","Disponible","3","","","41648","41648","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","334247_SEGIS","334247_SEGIS","","OK"
"41689","41689","CADTECH IBERICA","CADTECH IBERICA","212.230.116.238","212.230.116.238","Cadtech_100M_334762 (CADTECH IBERICA) [Cisco Device]","Cadtech_100M_334762 (CADTECH IBERICA) [Cisco Device]","","","Disponible","3","","","41688","41688","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Cadtech_100M_334762 (CADTECH IBERICA) [Cisco Device]","Cadtech_100M_334762 (CADTECH IBERICA) [Cisco Device]","","OK"
"41711","41711","SIERRA HELADA Benidorm caseta ayuntamiento","SIERRA HELADA Benidorm caseta ayuntamiento","212.230.120.250","212.230.120.250","AGW_BENIDORM_02","AGW_BENIDORM_02","","","Disponible","3","","","41872","41872","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","AGW_BENIDORM_02","AGW_BENIDORM_02","","OK"
"41713","41713","SIERRA HELADA Benidorm CT Abertis","SIERRA HELADA Benidorm CT Abertis","212.231.2.21","212.231.2.21","AGW_BENIDORM_01","AGW_BENIDORM_01","","","Disponible","3","","","41871","41871","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","AGW_BENIDORM_01","AGW_BENIDORM_01","","OK"
"41721","41721","216300_Infor_Game_Brenes","216300_Infor_Game_Brenes","212.231.3.221","212.231.3.221","InforGame_216300","InforGame_216300","","","Disponible","3","","","41885","41885","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","InforGame_216300","InforGame_216300","","OK"
"41759","41759","SOPENSA","SOPENSA","212.230.120.11","212.230.120.11","330844_Colegio_Munabe_10M","330844_Colegio_Munabe_10M","","","Disponible","3","","","36735","36735","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330844_Colegio_Munabe_10M","330844_Colegio_Munabe_10M","","OK"
"41769","41769","SOPENSA","SOPENSA","212.230.120.11","212.230.120.11","330844_Colegio_Umendi","330844_Colegio_Umendi","","","Disponible","3","","","36735","36735","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330844_Colegio_Umendi","330844_Colegio_Umendi","","OK"
"41779","41779","SOPENSA","SOPENSA","212.230.120.4","212.230.120.4","330844_Colegio_Ayalde","330844_Colegio_Ayalde","","","Pausado","8","","","36735","36735","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330844_Colegio_Ayalde","330844_Colegio_Ayalde","","Pausado por dependencia"
"41800","41800","ERAIN","ERAIN","212.230.120.3","212.230.120.3","330846_Erain_Colegio_Eskibel","330846_Erain_Colegio_Eskibel","","","Disponible","3","","","32966","32966","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330846_Erain_Colegio_Eskibel","330846_Erain_Colegio_Eskibel","","OK"
"41886","41886","216300_Infor_Game_Brenes","216300_Infor_Game_Brenes","212.231.3.217","212.231.3.217","Radio SAF Valencina","Radio SAF Valencina","","","Disponible","3","","","41885","41885","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Radio SAF Valencina","Radio SAF Valencina","","OK"
"41889","41889","216300_Infor_Game_Brenes","216300_Infor_Game_Brenes","212.231.3.218","212.231.3.218","Radio SAF Brenes","Radio SAF Brenes","","","Disponible","3","","","41885","41885","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Radio SAF Brenes","Radio SAF Brenes","","OK"
"41921","41921","AIQON","AIQON","212.230.116.242","212.230.116.242","334723 AIQON 10 Mbps","334723 AIQON 10 Mbps","","","Disponible","3","","","41920","41920","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","334723 AIQON 10 Mbps","334723 AIQON 10 Mbps","","OK"
"41967","41967","TECNIBAT","TECNIBAT","212.230.118.206","212.230.118.206","334388 Tecnibat","334388 Tecnibat","","","Disponible","3","","","41966","41966","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","334388 Tecnibat","334388 Tecnibat","","OK"
"41977","41977","COMESS GROUP RESTAURACION (LIZARRAN)","COMESS GROUP RESTAURACION (LIZARRAN)","212.230.120.25","212.230.120.25","334816_COMESS_GROUP_Atocha","334816_COMESS_GROUP_Atocha","","","Pausado","8","","","41976","41976","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","334816_COMESS_GROUP_Atocha","334816_COMESS_GROUP_Atocha","","Pausado por dependencia"
"41988","41988","TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","212.231.5.237","212.231.5.237","326907_SWI_Inconcert_I01","326907_SWI_Inconcert_I01","","","Disponible","3","","","41987","41987","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","326907_SWI_Inconcert_I01","326907_SWI_Inconcert_I01","","OK"
"41990","41990","TELECONTACT (INCONCERT)","TELECONTACT (INCONCERT)","212.231.5.29","212.231.5.29","326907_SWI_Inconcert_I02","326907_SWI_Inconcert_I02","","","Disponible","3","","","41987","41987","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","326907_SWI_Inconcert_I02","326907_SWI_Inconcert_I02","","OK"
"42047","42047","IDL_CPD_INTERHOST","IDL_CPD_INTERHOST","212.230.161.32","212.230.161.32","IP_SLA VPN","IP_SLA VPN","","","Disponible","3","","","35122","35122","","C/ Albasanz 71, Madrid","Aparato","device","IP_SLA VPN","IP_SLA VPN","","OK"
"42192","42192","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.120.237","212.230.120.237","333967_CVNE_ITX_GW_Vodafone(numeracion corta)","333967_CVNE_ITX_GW_Vodafone(numeracion corta)","","","Disponible","3","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","333967_CVNE_ITX_GW_Vodafone(numeracion corta)","333967_CVNE_ITX_GW_Vodafone(numeracion corta)","","OK"
"42213","42213","CLABERE NEGOCIOS","CLABERE NEGOCIOS","80.38.217.251","80.38.217.251","CLABERE_331797 (backup FTTH)","CLABERE_331797 (backup FTTH)","","","Disponible","3","","","35815","35815","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CLABERE_331797 (backup FTTH)","CLABERE_331797 (backup FTTH)","","OK"
"42255","42255","Interconexión SARENET - NEBA","Interconexión SARENET - NEBA","212.230.164.252","212.230.164.252","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3","","","40446","40446","","Calle Isabel de colbrand 6. Madrid","Aparato","device","AGW_mad_itx_01","AGW_mad_itx_01","","OK"
"42305","42305","TAISA","TAISA","212.230.131.133","212.230.131.133","TAISA_330781 (TAISA 20Mb)","TAISA_330781 (TAISA 20Mb)","","","Disponible","3","","","42304","42304","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","TAISA_330781 (TAISA 20Mb)","TAISA_330781 (TAISA 20Mb)","","OK"
"42333","42333","ASOCIACION PARA LA REINSERCION SOCIAL ERROAK","ASOCIACION PARA LA REINSERCION SOCIAL ERROAK","10.97.13.189","10.97.13.189","ERROAK_AMARA (ERROAK_FTTH_10M) [Cisco Device]","ERROAK_AMARA (ERROAK_FTTH_10M) [Cisco Device]","","","Disponible","3","","","41514","41514","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","ERROAK_AMARA (ERROAK_FTTH_10M) [Cisco Device]","ERROAK_AMARA (ERROAK_FTTH_10M) [Cisco Device]","","OK"
